SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
122,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-12-2011 09:30,784,Light Brown,odour free,"",26,""
123,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-01-2012 09:00,922,Clear,odour free,"",25.5,""
124,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2012 09:30,774,Clear,odour free,"",25.5,""
125,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-03-2012 09:30,986,Clear,odour free,"",25.5,""
126,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-04-2012 09:30,1360,Clear,odour free,"",28,""
127,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2012 09:30,1360,Clear,odour free,"",32.5,""
128,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-06-2012 09:30,1090,Clear,odour free,"",30,""
129,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-07-2012 09:30,962,Clear,odour free,"",28.5,""
130,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-08-2012 09:30,948,Light Brown,odour free,"",29,""
131,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-09-2012 09:30,784,Light Brown,odour free,"",29,""
132,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-10-2012 09:30,935,Clear,odour free,"",28,""
133,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2012 09:30,872,Light Brown,odour free,"",25,""
134,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-12-2012 09:30,959,Clear,odour free,"",26,""
135,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2013 09:30,921,Clear,odour free,"",26,""
136,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2013 09:30,1040,Clear,odour free,"",26,""
137,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-03-2013 09:30,1140,Clear,odour free,"",27,""
138,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-04-2013 09:00,1155,Clear,odour free,"",30,""
139,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2013 09:30,994,Clear,odour free,"",32,""
140,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-06-2013 08:30,942,Clear,odour free,"",30,""
141,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2013 09:00,1325,Clear,odour free,"",28,""
142,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-08-2013 09:30,1073,Clear,odour free,"",26,""
143,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-09-2013 09:30,523,Light Brown,odour free,"",27.5,""
144,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-10-2013 09:30,926,Light Brown,odour free,"",26,""
145,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2013 09:30,603,Light Brown,odour free,"",26.5,""
146,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-12-2013 09:30,934,Clear,odour free,"",26,""
147,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2014 09:30,753,Clear,odour free,"",26,""
148,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2014 09:30,986,Clear,odour free,"",25,""
149,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-03-2014 09:30,982,Clear,odour free,"",26,""
150,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-04-2014 09:00,1012,Clear,odour free,"",27,""
151,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2014 09:00,1028,Clear,odour free,"",31,""
152,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-06-2014 09:00,1020,Clear,odour free,"",30,""
153,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2014 08:00,1018,Clear,odour free,"",29.5,""
154,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,12-08-2014 09:30,1152,Light Brown,odour free,"",31,""
155,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-09-2014 10:00,457,Light Brown,odour free,"",27,""
156,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-10-2014 10:00,846,Light Brown,odour free,"",30,""
157,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2014 10:30,884,Light Brown,odour free,"",25,""
158,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-12-2014 10:00,896,Light Brown,odour free,"",24,""
159,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2015 09:30,910,Clear,odour free,"",25,""
160,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-02-2015 09:30,936,Clear,odour free,"",26,""
161,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,19-03-2015 09:00,1350,Clear,odour free,"",26,""
162,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-04-2015 09:30,1394,Clear,odour free,"",29,""
163,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2015 08:20,1633,Clear,odour free,"",30,""
164,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,15-06-2015 09:30,964,Clear,odour free,"",29,""
165,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2015 09:30,998,Clear,odour free,"",32,""
166,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-08-2015 09:00,723,Light Brown,odour free,"",27,""
167,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,10-09-2015 11:00,942,Light Brown,odour free,"",28,""
168,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-10-2015 09:30,975,Light Brown,odour free,"",27.5,""
169,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,28-11-2015 09:30,946,Light Brown,odour free,"",26,""
170,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-12-2015 09:30,1400,Clear,odour free,"",27,""
171,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2016 09:30,1012,Clear,odour free,"",26,""
172,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,19-03-2016 09:30,1401,Clear,odour free,"",32,""
173,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,05-04-2016 09:30,986,Clear,odour free,"",33,""
174,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,07-06-2016 09:30,926,Light Brown,odour free,"",31.5,""
175,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2016 08:00,895,Light Brown,odour free,"",25,""
176,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-08-2016 09:15,819,Light Brown,odour free,"",26,""
177,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-09-2016 10:20,390,Light Brown,odour free,"",25,""
178,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-10-2016 10:30,684,Light Brown,odour free,"",26,""
179,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2016 10:40,820,Light Brown,odour free,"",26.5,""
180,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-12-2016 09:30,909,Light Brown,odour free,"",22,""
181,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-01-2017 09:30,964,Light Brown,odour free,"",18,""
182,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2017 09:30,848,Light Brown,odour free,"",23,""
183,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-03-2017 09:00,1750,Light Brown,odour free,"",30,""
184,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,10-04-2017 09:30,992,Light Brown,odour free,"",23.5,""
185,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2017 09:30,1216,Light Brown,odour free,"",23,""
186,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-06-2017 08:00,1626,Clear,Odour free,"",25,""
187,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,04-07-2017 08:00,1006,Light Brown,Odour less,"",24,""
188,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,17-08-2017 08:00,912,Light Brown,Odour free,"",25,""
189,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,04-09-2017 08:00,986,Light Brown,Odour free,"",26,""
190,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-10-2017 08:00,884,Brown,Odour free,"",26,""
191,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2017 08:00,892,Light Brown,Odour free,"",25,""
192,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,04-12-2017 08:00,888,Light Brown,Odour free,"",24,""
193,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-01-2018 08:00,912,Clear,Odour free,"",22,""
194,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2018 08:00,1076,Light Brown,Odour free,"",21.5,""
195,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-03-2018 08:00,914,Clear,Odour free,"",22.5,""
196,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-04-2018 08:00,1358,Clear,Odour free,"",24,""
197,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2018 08:00,1385,Clear,Odour free,"",26,""
198,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-06-2018 08:00,998,Clear,Odour free,"",27,""
199,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-07-2018 08:00,1012,Brown,Odour free,"",25,""
200,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-08-2018 08:00,401,Brown,Odour free,"",26,""
201,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-09-2018 08:00,322,Brown,Odour free,"",25,""
202,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-10-2018 08:00,1190,Brown,Odour free,"",24,""
203,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2018 08:00,1019,Clear,Odour free,"",20.5,""
204,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-12-2018 08:00,894,Light Brown,Odour free,"",21,""
205,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2019 08:00,811,Light Brown,Odour free,"",20,""
206,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2019 08:00,1426,Light Brown,Odour free,"",19,""
207,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-04-2019 08:00,794,Clear,Odour free,"",25.5,""
208,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2019 08:00,1199,Clear,Odour free,"",27,""
209,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-06-2019 08:00,1429,Clear,odour free,"",26,""
210,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2019 08:00,1061,Green,odour free,"",25,""
211,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,16-08-2019 08:00,318,Brown,odour free,"",26.5,""
212,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-09-2019 08:00,391,Brown,odour free,"",24.5,""
213,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-10-2019 08:00,612,Brown,odour free,"",26,""
214,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-11-2019 08:00,475,Brown,odour free,"",25,""
215,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-12-2019 08:00,657,Light Brown,odour free,"",22.5,""
216,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2020 08:00,721,Light Brown,odour free,"",21.5,""
217,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2020 08:00,1009,Light Brown,odour free,"",20,""
218,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-03-2020 08:00,988,Clear,odour free,"",21.5,""
219,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2020 08:00,730.5,Clear,odour free,10.2,23,""
220,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,04-08-2020 08:00,630.9,Brown,odour free,52.9,21.5,""
221,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-09-2020 08:00,513.8,Clear,odour free,165.3,22,""
222,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,05-10-2020 08:00,527.6,Light Brown,odour free,100.2,21.5,""
223,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-11-2020 08:00,588.5,Clear,odour free,99.84,21.5,""
224,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-12-2020 08:00,702.3,Light Brown,Odour free,83.8,22.5,""
225,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,02-03-2020 09:11,380.6,Clear,Odour free,"",29,""
226,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,01-06-2020 09:19,253.4,Clear,odour free,2.7,29.1,""
227,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,01-07-2020 08:08,315,Clear,Oderless,143.2,27.8,""
228,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,03-08-2020 08:43,86.4,Clear,Oderless,1.3,29,""
229,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,01-09-2020 08:45,442,Clear,Odour less,1.4,29,""
230,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,02-10-2020 09:01,124,Clear,Oderless,0.5,23.1,""
231,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,02-11-2020 09:49,317.7,Clear,Odour free,0.6,21.5,""
232,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,01-12-2020 08:31,862,Clear,Oderless,0.5,20,""
233,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,01-01-1972 08:00,524,Clear,odour free,"",22,""
234,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,15-01-1972 08:00,457,Clear,odour free,"",21.5,""
235,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,01-02-1972 08:00,479,Clear,odour free,"",23.5,""
236,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,16-02-1972 08:00,503,Clear,odour free,"",21.8,""
237,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,01-03-1972 08:00,541,Clear,odour free,"",24,""
238,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,15-03-1972 08:00,599,Clear,odour free,"",24,""
239,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,01-04-1972 08:00,559,Clear,odour free,"",25.9,""
240,Bawapuram,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.88250000,77.95722222,15-04-1972 08:00,457,Clear,odour free,"",28.3,""
