SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
818,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-02-2023 08:00,2.6,"","",""
819,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-03-2023 08:00,2.8,"","",""
820,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-03-2023 08:00,2.6,"",470,16000
821,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-04-2023 08:00,2.8,"",110,5400
822,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-04-2023 08:00,2.8,"",1700,16000
823,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,04-05-2023 08:00,1.8,"",330,16000
824,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-05-2023 08:00,1.4,"",390,9200
825,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,22-05-2023 08:00,3,"",140,2800
826,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-06-2023 08:00,3,"",3500,5400
827,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,17-06-2023 08:00,1.6,"",68,9200
828,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-06-2023 08:00,1.8,"",78,330
829,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-07-2023 08:00,2.8,"",240,16000
830,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-07-2023 08:00,2.6,"",390,3500
831,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-07-2023 08:00,2.2,"",330,3500
832,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,02-08-2023 08:00,1,"",3500,16000
833,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,06-09-2023 08:00,3,"",110,260
834,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-09-2023 08:00,3,"",170,470
835,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-09-2023 08:00,2,"",330,1100
836,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,13-10-2023 08:00,2.2,"",270,2800
837,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,28-11-2023 08:00,2.2,"",170,400
838,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-12-2023 08:00,2.6,"",170,390
839,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-12-2023 08:00,1.8,"",170,340
840,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-12-2023 08:00,2.2,"",140,400
841,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,02-01-2024 08:00,1,"",260,1400
842,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,18-10-2024 08:00,3.1,"",170,330
843,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-10-2024 08:00,3.1,"",170,400
844,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,04-11-2024 08:00,4.2,"",170,390
845,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-11-2024 08:00,1.24,"",170,330
846,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-11-2024 08:00,1.8,"",170,400
847,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,03-12-2024 08:00,1.8,"",220,940
848,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-12-2024 08:00,2.2,"",260,1400
849,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,20-12-2024 08:00,1.2,"",170,1700
850,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-01-2025 08:00,3.8,"",170,400
851,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,10-01-2025 08:00,4,"",220,940
852,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-01-2025 08:00,2.6,"",260,1400
853,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-02-2025 08:00,2.1,"",220,940
854,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,12-02-2025 08:00,2.3,"",170,1700
855,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,21-02-2025 08:00,1.9,"",260,1400
856,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,01-03-2025 08:00,1.9,"",260,940
857,Naidupet,CWC,28,Andhra Pradesh,515,NELLORE,NAIDUPETA,-,-,Duplicate-Swarnamukhi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Swarnamukhi,13.94722222,79.89722222,11-03-2025 08:00,1.9,"",170,1700
858,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,02-01-2021 08:00,2.16,"","",""
859,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,02-08-2021 08:00,1.62,"","",""
860,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-08-2021 08:00,0.81,"","",""
861,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-08-2021 08:00,0.61,"","",""
862,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-09-2021 08:00,2.81,"","",""
863,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-09-2021 08:00,0.8,"","",""
864,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-09-2021 08:00,1.2,"","",""
865,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-10-2021 08:00,1.4,"","",""
866,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-10-2021 08:00,2.21,"","",""
867,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-10-2021 08:00,0.8,"","",""
868,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-11-2021 08:00,1.39,"","",""
869,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,12-11-2021 08:00,1.79,"","",""
870,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,22-11-2021 08:00,1.19,"","",""
871,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-12-2021 08:00,1.57,"","",""
872,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-12-2021 08:00,1.18,"","",""
873,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-12-2021 08:00,1.38,"","",""
874,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-01-2022 08:00,0.99,"","",""
875,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-01-2022 08:00,0.99,"","",""
876,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-01-2022 08:00,0.99,"","",""
877,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-02-2022 08:00,0.8,"","",""
878,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-02-2022 08:00,1.2,"","",""
879,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-02-2022 08:00,1.6,"","",""
880,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-04-2022 08:00,2.2,"","",""
881,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-04-2022 08:00,0.8,"","",""
882,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-05-2022 08:00,1.8,"","",""
883,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-05-2022 08:00,1,"","",""
884,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-06-2022 08:00,3,"","",""
885,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-06-2022 08:00,3.2,"","",""
886,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-06-2022 08:00,2,"","",""
887,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-07-2022 08:00,1.2,"","",""
888,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-07-2022 08:00,1.2,"","",""
889,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-07-2022 08:00,1.8,"","",""
890,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-08-2022 08:00,3,"","",""
891,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-08-2022 08:00,1.4,"","",""
892,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,22-08-2022 08:00,1.8,"","",""
893,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-09-2022 08:00,2,"","",""
894,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,12-09-2022 08:00,2.4,"","",""
895,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-09-2022 08:00,1.2,"","",""
896,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-10-2022 08:00,1.4,"","",""
897,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-10-2022 08:00,1.2,"","",""
898,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-10-2022 08:00,1.2,"","",""
899,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-11-2022 08:00,2.6,"","",""
900,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-11-2022 08:00,2.2,"","",""
901,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-11-2022 08:00,1.6,"","",""
902,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-12-2022 08:00,1,"","",""
903,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-01-2023 08:00,2,"","",""
904,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-01-2023 08:00,1,"","",""
905,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-02-2023 08:00,1.2,"","",""
906,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-02-2023 08:00,1.2,"","",""
907,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-02-2023 08:00,2.6,"","",""
908,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-03-2023 08:00,2.4,"","",""
909,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,13-03-2023 08:00,1.2,"",20,340
910,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-03-2023 08:00,0.6,"",20,320
911,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-04-2023 08:00,2.8,"",20,110
912,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-04-2023 08:00,2.2,"",330,460
913,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-04-2023 08:00,2,"",20,130
914,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-05-2023 08:00,2.2,"",20,200
915,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-05-2023 08:00,1.6,"",20,140
916,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,22-05-2023 08:00,1.2,"",20,78
917,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-06-2023 08:00,2,"",170,490
918,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,12-06-2023 08:00,2.6,"",20,1700
919,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-06-2023 08:00,1.4,"",140,1700
920,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-07-2023 08:00,0.6,"",210,700
921,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-07-2023 08:00,1,"",140,260
922,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-07-2023 08:00,0.8,"",140,700
923,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-08-2023 08:00,0.4,"",140,2200
924,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,11-08-2023 08:00,0.6,"",1400,140
925,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-08-2023 08:00,0.8,"",470,9200
926,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-09-2023 08:00,1,"",92,170
927,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,21-09-2023 08:00,1,"",140,330
928,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,03-10-2023 08:00,1,"",240,2800
929,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,13-10-2023 08:00,1.2,"",120,2800
930,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,18-10-2023 08:00,1,"",20,210
931,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,01-11-2023 08:00,1,"",3500,3500
932,Nandipalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,BADVEL,BADVEL,Venkatasetipali,Pennar,Pennar,Sagileru,-,-,Sagileru,14.72111111,79.01888889,13-11-2023 08:00,1.6,"",170,1400
